,Start Date,stationid,counts
74,2020-12-30 00:00:00,757,1
75,2020-12-30 00:00:00,758,1
76,2020-12-30 00:00:00,768,1
77,2020-12-30 00:00:00,776,1
78,2020-12-30 00:00:00,807,1
79,2020-12-30 00:00:00,833,1
80,2020-12-30 01:00:00,213,4
81,2020-12-30 01:00:00,811,4
82,2020-12-30 01:00:00,277,3
83,2020-12-30 01:00:00,360,3
84,2020-12-30 01:00:00,56,2
85,2020-12-30 01:00:00,270,2
86,2020-12-30 01:00:00,36,1
87,2020-12-30 01:00:00,71,1
88,2020-12-30 01:00:00,76,1
89,2020-12-30 01:00:00,94,1
90,2020-12-30 01:00:00,100,1
91,2020-12-30 01:00:00,101,1
92,2020-12-30 01:00:00,107,1
93,2020-12-30 01:00:00,110,1
94,2020-12-30 01:00:00,116,1
95,2020-12-30 01:00:00,121,1
96,2020-12-30 01:00:00,148,1
97,2020-12-30 01:00:00,153,1
98,2020-12-30 01:00:00,163,1
99,2020-12-30 01:00:00,190,1
100,2020-12-30 01:00:00,201,1
101,2020-12-30 01:00:00,233,1
102,2020-12-30 01:00:00,242,1
103,2020-12-30 01:00:00,258,1
104,2020-12-30 01:00:00,294,1
105,2020-12-30 01:00:00,308,1
106,2020-12-30 01:00:00,320,1
107,2020-12-30 01:00:00,389,1
108,2020-12-30 01:00:00,401,1
109,2020-12-30 01:00:00,403,1
110,2020-12-30 01:00:00,506,1
111,2020-12-30 01:00:00,511,1
112,2020-12-30 01:00:00,526,1
113,2020-12-30 01:00:00,527,1
114,2020-12-30 01:00:00,554,1
115,2020-12-30 01:00:00,556,1
116,2020-12-30 01:00:00,637,1
117,2020-12-30 01:00:00,701,1
118,2020-12-30 01:00:00,730,1
119,2020-12-30 01:00:00,774,1
120,2020-12-30 01:00:00,792,1
121,2020-12-30 01:00:00,798,1
122,2020-12-30 02:00:00,832,5
123,2020-12-30 02:00:00,8,1
124,2020-12-30 02:00:00,9,1
125,2020-12-30 02:00:00,20,1
126,2020-12-30 02:00:00,51,1
127,2020-12-30 02:00:00,131,1
128,2020-12-30 02:00:00,151,1
129,2020-12-30 02:00:00,153,1
130,2020-12-30 02:00:00,164,1
131,2020-12-30 02:00:00,219,1
132,2020-12-30 02:00:00,224,1
133,2020-12-30 02:00:00,245,1
134,2020-12-30 02:00:00,266,1
135,2020-12-30 02:00:00,278,1
136,2020-12-30 02:00:00,283,1
137,2020-12-30 02:00:00,290,1
138,2020-12-30 02:00:00,310,1
139,2020-12-30 02:00:00,384,1
140,2020-12-30 02:00:00,419,1
141,2020-12-30 02:00:00,420,1
142,2020-12-30 02:00:00,519,1
143,2020-12-30 02:00:00,560,1
144,2020-12-30 02:00:00,568,1
145,2020-12-30 02:00:00,584,1
146,2020-12-30 02:00:00,602,1
147,2020-12-30 02:00:00,695,1
148,2020-12-30 02:00:00,717,1
149,2020-12-30 02:00:00,725,1
150,2020-12-30 02:00:00,761,1
151,2020-12-30 02:00:00,782,1
152,2020-12-30 02:00:00,785,1
153,2020-12-30 02:00:00,821,1
154,2020-12-30 03:00:00,743,3
155,2020-12-30 03:00:00,125,2
156,2020-12-30 03:00:00,252,2
157,2020-12-30 03:00:00,301,2
158,2020-12-30 03:00:00,503,2
159,2020-12-30 03:00:00,6,1
160,2020-12-30 03:00:00,8,1
161,2020-12-30 03:00:00,16,1
162,2020-12-30 03:00:00,66,1
163,2020-12-30 03:00:00,68,1
164,2020-12-30 03:00:00,116,1
165,2020-12-30 03:00:00,134,1
166,2020-12-30 03:00:00,136,1
167,2020-12-30 03:00:00,210,1
168,2020-12-30 03:00:00,242,1
169,2020-12-30 03:00:00,290,1
170,2020-12-30 03:00:00,308,1
171,2020-12-30 03:00:00,336,1
172,2020-12-30 03:00:00,420,1
173,2020-12-30 03:00:00,488,1
174,2020-12-30 03:00:00,536,1
175,2020-12-30 03:00:00,626,1
176,2020-12-30 03:00:00,633,1
177,2020-12-30 03:00:00,785,1
178,2020-12-30 04:00:00,50,2
179,2020-12-30 04:00:00,271,2
180,2020-12-30 04:00:00,40,1
181,2020-12-30 04:00:00,92,1
182,2020-12-30 04:00:00,130,1
183,2020-12-30 04:00:00,135,1
184,2020-12-30 04:00:00,142,1
185,2020-12-30 04:00:00,150,1
186,2020-12-30 04:00:00,178,1
187,2020-12-30 04:00:00,257,1
188,2020-12-30 04:00:00,270,1
189,2020-12-30 04:00:00,280,1
190,2020-12-30 04:00:00,286,1
191,2020-12-30 04:00:00,295,1
192,2020-12-30 04:00:00,424,1
193,2020-12-30 04:00:00,449,1
194,2020-12-30 04:00:00,474,1
195,2020-12-30 04:00:00,495,1
196,2020-12-30 04:00:00,541,1
197,2020-12-30 04:00:00,580,1
198,2020-12-30 04:00:00,601,1
199,2020-12-30 04:00:00,633,1
200,2020-12-30 04:00:00,646,1
201,2020-12-30 04:00:00,757,1
202,2020-12-30 04:00:00,780,1
203,2020-12-30 04:00:00,836,1
204,2020-12-30 05:00:00,64,3
205,2020-12-30 05:00:00,66,2
206,2020-12-30 05:00:00,116,2
207,2020-12-30 05:00:00,411,2
208,2020-12-30 05:00:00,531,2
209,2020-12-30 05:00:00,577,2
210,2020-12-30 05:00:00,63,1
211,2020-12-30 05:00:00,132,1
212,2020-12-30 05:00:00,135,1
213,2020-12-30 05:00:00,139,1
214,2020-12-30 05:00:00,162,1
215,2020-12-30 05:00:00,202,1
216,2020-12-30 05:00:00,203,1
217,2020-12-30 05:00:00,208,1
218,2020-12-30 05:00:00,244,1
219,2020-12-30 05:00:00,255,1
220,2020-12-30 05:00:00,303,1
221,2020-12-30 05:00:00,310,1
222,2020-12-30 05:00:00,312,1
223,2020-12-30 05:00:00,326,1
224,2020-12-30 05:00:00,341,1
225,2020-12-30 05:00:00,451,1
226,2020-12-30 05:00:00,457,1
227,2020-12-30 05:00:00,478,1
228,2020-12-30 05:00:00,500,1
229,2020-12-30 05:00:00,521,1
230,2020-12-30 05:00:00,613,1
231,2020-12-30 05:00:00,627,1
232,2020-12-30 05:00:00,673,1
233,2020-12-30 05:00:00,732,1
234,2020-12-30 05:00:00,749,1
235,2020-12-30 05:00:00,783,1
236,2020-12-30 05:00:00,797,1
237,2020-12-30 05:00:00,840,1
238,2020-12-30 06:00:00,154,5
239,2020-12-30 06:00:00,39,2
240,2020-12-30 06:00:00,97,2
241,2020-12-30 06:00:00,104,2
242,2020-12-30 06:00:00,209,2
243,2020-12-30 06:00:00,288,2
244,2020-12-30 06:00:00,314,2
245,2020-12-30 06:00:00,433,2
246,2020-12-30 06:00:00,445,2
247,2020-12-30 06:00:00,450,2
248,2020-12-30 06:00:00,451,2
249,2020-12-30 06:00:00,574,2
250,2020-12-30 06:00:00,612,2
251,2020-12-30 06:00:00,659,2
252,2020-12-30 06:00:00,772,2
253,2020-12-30 06:00:00,827,2
254,2020-12-30 06:00:00,839,2
255,2020-12-30 06:00:00,11,1
256,2020-12-30 06:00:00,17,1
257,2020-12-30 06:00:00,24,1
258,2020-12-30 06:00:00,31,1
259,2020-12-30 06:00:00,55,1
260,2020-12-30 06:00:00,73,1
261,2020-12-30 06:00:00,91,1
262,2020-12-30 06:00:00,105,1
263,2020-12-30 06:00:00,112,1
264,2020-12-30 06:00:00,118,1
265,2020-12-30 06:00:00,123,1
266,2020-12-30 06:00:00,125,1
267,2020-12-30 06:00:00,133,1
268,2020-12-30 06:00:00,139,1
269,2020-12-30 06:00:00,141,1
270,2020-12-30 06:00:00,144,1
271,2020-12-30 06:00:00,149,1
272,2020-12-30 06:00:00,173,1
273,2020-12-30 06:00:00,185,1
274,2020-12-30 06:00:00,195,1
275,2020-12-30 06:00:00,197,1
276,2020-12-30 06:00:00,201,1
277,2020-12-30 06:00:00,212,1
278,2020-12-30 06:00:00,214,1
279,2020-12-30 06:00:00,230,1
280,2020-12-30 06:00:00,253,1
281,2020-12-30 06:00:00,266,1
282,2020-12-30 06:00:00,283,1
283,2020-12-30 06:00:00,284,1
284,2020-12-30 06:00:00,294,1
285,2020-12-30 06:00:00,295,1
286,2020-12-30 06:00:00,303,1
287,2020-12-30 06:00:00,310,1
288,2020-12-30 06:00:00,337,1
289,2020-12-30 06:00:00,343,1
290,2020-12-30 06:00:00,351,1
291,2020-12-30 06:00:00,361,1
292,2020-12-30 06:00:00,409,1
293,2020-12-30 06:00:00,411,1
294,2020-12-30 06:00:00,454,1
295,2020-12-30 06:00:00,457,1
296,2020-12-30 06:00:00,479,1
297,2020-12-30 06:00:00,480,1
298,2020-12-30 06:00:00,491,1
299,2020-12-30 06:00:00,492,1
300,2020-12-30 06:00:00,495,1
301,2020-12-30 06:00:00,496,1
302,2020-12-30 06:00:00,506,1
303,2020-12-30 06:00:00,517,1
304,2020-12-30 06:00:00,533,1
305,2020-12-30 06:00:00,537,1
306,2020-12-30 06:00:00,542,1
307,2020-12-30 06:00:00,547,1
308,2020-12-30 06:00:00,565,1
309,2020-12-30 06:00:00,570,1
310,2020-12-30 06:00:00,571,1
311,2020-12-30 06:00:00,589,1
312,2020-12-30 06:00:00,602,1
313,2020-12-30 06:00:00,603,1
314,2020-12-30 06:00:00,636,1
315,2020-12-30 06:00:00,640,1
316,2020-12-30 06:00:00,643,1
317,2020-12-30 06:00:00,650,1
318,2020-12-30 06:00:00,655,1
319,2020-12-30 06:00:00,664,1
320,2020-12-30 06:00:00,668,1
321,2020-12-30 06:00:00,676,1
322,2020-12-30 06:00:00,682,1
323,2020-12-30 06:00:00,688,1
324,2020-12-30 06:00:00,695,1
325,2020-12-30 06:00:00,696,1
326,2020-12-30 06:00:00,702,1
327,2020-12-30 06:00:00,720,1
328,2020-12-30 06:00:00,725,1
329,2020-12-30 06:00:00,732,1
330,2020-12-30 06:00:00,746,1
331,2020-12-30 06:00:00,765,1
332,2020-12-30 06:00:00,798,1
333,2020-12-30 06:00:00,813,1
334,2020-12-30 06:00:00,832,1
335,2020-12-30 07:00:00,14,3
336,2020-12-30 07:00:00,29,3
337,2020-12-30 07:00:00,42,3
338,2020-12-30 07:00:00,94,3
339,2020-12-30 07:00:00,154,3
340,2020-12-30 07:00:00,531,3
341,2020-12-30 07:00:00,600,3
342,2020-12-30 07:00:00,664,3
343,2020-12-30 07:00:00,674,3
344,2020-12-30 07:00:00,732,3
345,2020-12-30 07:00:00,43,2
346,2020-12-30 07:00:00,47,2
347,2020-12-30 07:00:00,55,2
348,2020-12-30 07:00:00,99,2
349,2020-12-30 07:00:00,104,2
350,2020-12-30 07:00:00,169,2
351,2020-12-30 07:00:00,217,2
352,2020-12-30 07:00:00,253,2
353,2020-12-30 07:00:00,267,2
354,2020-12-30 07:00:00,278,2
355,2020-12-30 07:00:00,343,2
356,2020-12-30 07:00:00,419,2
357,2020-12-30 07:00:00,499,2
358,2020-12-30 07:00:00,524,2
359,2020-12-30 07:00:00,638,2
360,2020-12-30 07:00:00,654,2
361,2020-12-30 07:00:00,675,2
362,2020-12-30 07:00:00,683,2
363,2020-12-30 07:00:00,695,2
364,2020-12-30 07:00:00,700,2
365,2020-12-30 07:00:00,757,2
366,2020-12-30 07:00:00,766,2
367,2020-12-30 07:00:00,797,2
368,2020-12-30 07:00:00,807,2
369,2020-12-30 07:00:00,815,2
370,2020-12-30 07:00:00,826,2
371,2020-12-30 07:00:00,828,2
372,2020-12-30 07:00:00,1,1
373,2020-12-30 07:00:00,16,1
374,2020-12-30 07:00:00,18,1
375,2020-12-30 07:00:00,22,1
376,2020-12-30 07:00:00,23,1
377,2020-12-30 07:00:00,28,1
378,2020-12-30 07:00:00,37,1
379,2020-12-30 07:00:00,54,1
380,2020-12-30 07:00:00,56,1
381,2020-12-30 07:00:00,62,1
382,2020-12-30 07:00:00,64,1
383,2020-12-30 07:00:00,68,1
384,2020-12-30 07:00:00,71,1
385,2020-12-30 07:00:00,74,1
386,2020-12-30 07:00:00,81,1
387,2020-12-30 07:00:00,91,1
388,2020-12-30 07:00:00,93,1
389,2020-12-30 07:00:00,95,1
390,2020-12-30 07:00:00,101,1
391,2020-12-30 07:00:00,102,1
392,2020-12-30 07:00:00,108,1
393,2020-12-30 07:00:00,110,1
394,2020-12-30 07:00:00,113,1
395,2020-12-30 07:00:00,117,1
396,2020-12-30 07:00:00,118,1
397,2020-12-30 07:00:00,132,1
398,2020-12-30 07:00:00,136,1
399,2020-12-30 07:00:00,138,1
400,2020-12-30 07:00:00,139,1
401,2020-12-30 07:00:00,146,1
402,2020-12-30 07:00:00,151,1
403,2020-12-30 07:00:00,156,1
404,2020-12-30 07:00:00,158,1
405,2020-12-30 07:00:00,161,1
406,2020-12-30 07:00:00,163,1
407,2020-12-30 07:00:00,165,1
408,2020-12-30 07:00:00,173,1
409,2020-12-30 07:00:00,183,1
410,2020-12-30 07:00:00,184,1
411,2020-12-30 07:00:00,185,1
412,2020-12-30 07:00:00,201,1
413,2020-12-30 07:00:00,208,1
414,2020-12-30 07:00:00,223,1
415,2020-12-30 07:00:00,233,1
416,2020-12-30 07:00:00,237,1
417,2020-12-30 07:00:00,239,1
418,2020-12-30 07:00:00,242,1
419,2020-12-30 07:00:00,245,1
420,2020-12-30 07:00:00,254,1
421,2020-12-30 07:00:00,255,1
422,2020-12-30 07:00:00,259,1
423,2020-12-30 07:00:00,262,1
424,2020-12-30 07:00:00,268,1
425,2020-12-30 07:00:00,269,1
426,2020-12-30 07:00:00,272,1
427,2020-12-30 07:00:00,282,1
428,2020-12-30 07:00:00,291,1
429,2020-12-30 07:00:00,293,1
430,2020-12-30 07:00:00,294,1
431,2020-12-30 07:00:00,295,1
432,2020-12-30 07:00:00,299,1
433,2020-12-30 07:00:00,307,1
434,2020-12-30 07:00:00,308,1
435,2020-12-30 07:00:00,317,1
436,2020-12-30 07:00:00,319,1
437,2020-12-30 07:00:00,321,1
438,2020-12-30 07:00:00,326,1
439,2020-12-30 07:00:00,331,1
440,2020-12-30 07:00:00,333,1
441,2020-12-30 07:00:00,340,1
442,2020-12-30 07:00:00,341,1
443,2020-12-30 07:00:00,353,1
444,2020-12-30 07:00:00,356,1
445,2020-12-30 07:00:00,361,1
446,2020-12-30 07:00:00,362,1
447,2020-12-30 07:00:00,367,1
448,2020-12-30 07:00:00,374,1
449,2020-12-30 07:00:00,386,1
450,2020-12-30 07:00:00,392,1
451,2020-12-30 07:00:00,399,1
452,2020-12-30 07:00:00,401,1
453,2020-12-30 07:00:00,412,1
454,2020-12-30 07:00:00,443,1
455,2020-12-30 07:00:00,446,1
456,2020-12-30 07:00:00,450,1
457,2020-12-30 07:00:00,451,1
458,2020-12-30 07:00:00,453,1
459,2020-12-30 07:00:00,458,1
460,2020-12-30 07:00:00,468,1
461,2020-12-30 07:00:00,470,1
462,2020-12-30 07:00:00,480,1
463,2020-12-30 07:00:00,481,1
464,2020-12-30 07:00:00,483,1
465,2020-12-30 07:00:00,491,1
466,2020-12-30 07:00:00,497,1
467,2020-12-30 07:00:00,502,1
468,2020-12-30 07:00:00,506,1
469,2020-12-30 07:00:00,510,1
470,2020-12-30 07:00:00,511,1
471,2020-12-30 07:00:00,512,1
472,2020-12-30 07:00:00,515,1
473,2020-12-30 07:00:00,516,1
474,2020-12-30 07:00:00,518,1
475,2020-12-30 07:00:00,520,1
476,2020-12-30 07:00:00,522,1
477,2020-12-30 07:00:00,523,1
478,2020-12-30 07:00:00,535,1
479,2020-12-30 07:00:00,539,1
480,2020-12-30 07:00:00,541,1
481,2020-12-30 07:00:00,543,1
482,2020-12-30 07:00:00,549,1
483,2020-12-30 07:00:00,552,1
484,2020-12-30 07:00:00,553,1
485,2020-12-30 07:00:00,558,1
486,2020-12-30 07:00:00,561,1
487,2020-12-30 07:00:00,565,1
488,2020-12-30 07:00:00,568,1
489,2020-12-30 07:00:00,573,1
490,2020-12-30 07:00:00,576,1
491,2020-12-30 07:00:00,581,1
492,2020-12-30 07:00:00,587,1
493,2020-12-30 07:00:00,588,1
494,2020-12-30 07:00:00,594,1
495,2020-12-30 07:00:00,603,1
496,2020-12-30 07:00:00,604,1
497,2020-12-30 07:00:00,607,1
498,2020-12-30 07:00:00,611,1
499,2020-12-30 07:00:00,615,1
500,2020-12-30 07:00:00,623,1
501,2020-12-30 07:00:00,632,1
502,2020-12-30 07:00:00,637,1
503,2020-12-30 07:00:00,640,1
504,2020-12-30 07:00:00,645,1
505,2020-12-30 07:00:00,647,1
506,2020-12-30 07:00:00,652,1
507,2020-12-30 07:00:00,655,1
508,2020-12-30 07:00:00,657,1
509,2020-12-30 07:00:00,660,1
510,2020-12-30 07:00:00,661,1
511,2020-12-30 07:00:00,669,1
512,2020-12-30 07:00:00,670,1
513,2020-12-30 07:00:00,673,1
514,2020-12-30 07:00:00,677,1
515,2020-12-30 07:00:00,680,1
516,2020-12-30 07:00:00,687,1
517,2020-12-30 07:00:00,694,1
518,2020-12-30 07:00:00,696,1
519,2020-12-30 07:00:00,697,1
520,2020-12-30 07:00:00,701,1
521,2020-12-30 07:00:00,711,1
522,2020-12-30 07:00:00,716,1
523,2020-12-30 07:00:00,717,1
524,2020-12-30 07:00:00,720,1
525,2020-12-30 07:00:00,723,1
526,2020-12-30 07:00:00,726,1
527,2020-12-30 07:00:00,727,1
528,2020-12-30 07:00:00,756,1
529,2020-12-30 07:00:00,758,1
530,2020-12-30 07:00:00,767,1
531,2020-12-30 07:00:00,769,1
532,2020-12-30 07:00:00,772,1
533,2020-12-30 07:00:00,779,1
534,2020-12-30 07:00:00,780,1
535,2020-12-30 07:00:00,782,1
536,2020-12-30 07:00:00,783,1
537,2020-12-30 07:00:00,786,1
538,2020-12-30 07:00:00,790,1
539,2020-12-30 07:00:00,800,1
540,2020-12-30 07:00:00,805,1
541,2020-12-30 07:00:00,821,1
542,2020-12-30 07:00:00,829,1
543,2020-12-30 07:00:00,830,1
544,2020-12-30 07:00:00,835,1
545,2020-12-30 07:00:00,839,1
546,2020-12-30 07:00:00,840,1
547,2020-12-30 07:00:00,841,1
548,2020-12-30 07:00:00,842,1
549,2020-12-30 08:00:00,298,7
550,2020-12-30 08:00:00,91,5
551,2020-12-30 08:00:00,573,5
552,2020-12-30 08:00:00,32,4
553,2020-12-30 08:00:00,42,4
554,2020-12-30 08:00:00,154,4
555,2020-12-30 08:00:00,311,4
556,2020-12-30 08:00:00,14,3
557,2020-12-30 08:00:00,52,3
558,2020-12-30 08:00:00,89,3
559,2020-12-30 08:00:00,274,3
560,2020-12-30 08:00:00,335,3
561,2020-12-30 08:00:00,401,3
562,2020-12-30 08:00:00,404,3
563,2020-12-30 08:00:00,478,3
564,2020-12-30 08:00:00,521,3
565,2020-12-30 08:00:00,589,3
566,2020-12-30 08:00:00,698,3
567,2020-12-30 08:00:00,785,3
568,2020-12-30 08:00:00,807,3
569,2020-12-30 08:00:00,30,2
570,2020-12-30 08:00:00,41,2
571,2020-12-30 08:00:00,45,2
572,2020-12-30 08:00:00,61,2
573,2020-12-30 08:00:00,70,2
574,2020-12-30 08:00:00,76,2
575,2020-12-30 08:00:00,81,2
576,2020-12-30 08:00:00,86,2
577,2020-12-30 08:00:00,133,2
578,2020-12-30 08:00:00,138,2
579,2020-12-30 08:00:00,144,2
580,2020-12-30 08:00:00,153,2
581,2020-12-30 08:00:00,178,2
582,2020-12-30 08:00:00,185,2
583,2020-12-30 08:00:00,194,2
584,2020-12-30 08:00:00,206,2
585,2020-12-30 08:00:00,209,2
586,2020-12-30 08:00:00,214,2
587,2020-12-30 08:00:00,217,2
588,2020-12-30 08:00:00,224,2
589,2020-12-30 08:00:00,251,2
590,2020-12-30 08:00:00,255,2
591,2020-12-30 08:00:00,272,2
592,2020-12-30 08:00:00,294,2
593,2020-12-30 08:00:00,303,2
594,2020-12-30 08:00:00,320,2
595,2020-12-30 08:00:00,331,2
596,2020-12-30 08:00:00,332,2
597,2020-12-30 08:00:00,343,2
598,2020-12-30 08:00:00,355,2
599,2020-12-30 08:00:00,361,2
600,2020-12-30 08:00:00,430,2
601,2020-12-30 08:00:00,445,2
602,2020-12-30 08:00:00,457,2
603,2020-12-30 08:00:00,462,2
604,2020-12-30 08:00:00,469,2
605,2020-12-30 08:00:00,471,2
606,2020-12-30 08:00:00,495,2
607,2020-12-30 08:00:00,538,2
608,2020-12-30 08:00:00,547,2
609,2020-12-30 08:00:00,561,2
610,2020-12-30 08:00:00,574,2
611,2020-12-30 08:00:00,581,2
612,2020-12-30 08:00:00,588,2
613,2020-12-30 08:00:00,612,2
614,2020-12-30 08:00:00,615,2
615,2020-12-30 08:00:00,659,2
616,2020-12-30 08:00:00,685,2
617,2020-12-30 08:00:00,695,2
618,2020-12-30 08:00:00,696,2
619,2020-12-30 08:00:00,712,2
620,2020-12-30 08:00:00,723,2
621,2020-12-30 08:00:00,758,2
622,2020-12-30 08:00:00,774,2
623,2020-12-30 08:00:00,793,2
624,2020-12-30 08:00:00,826,2
625,2020-12-30 08:00:00,828,2
626,2020-12-30 08:00:00,836,2
627,2020-12-30 08:00:00,3,1
628,2020-12-30 08:00:00,7,1
629,2020-12-30 08:00:00,15,1
630,2020-12-30 08:00:00,18,1
631,2020-12-30 08:00:00,22,1
632,2020-12-30 08:00:00,25,1
633,2020-12-30 08:00:00,37,1
634,2020-12-30 08:00:00,43,1
635,2020-12-30 08:00:00,47,1
636,2020-12-30 08:00:00,50,1
637,2020-12-30 08:00:00,51,1
638,2020-12-30 08:00:00,56,1
639,2020-12-30 08:00:00,57,1
640,2020-12-30 08:00:00,58,1
641,2020-12-30 08:00:00,60,1
642,2020-12-30 08:00:00,63,1
643,2020-12-30 08:00:00,64,1
644,2020-12-30 08:00:00,74,1
645,2020-12-30 08:00:00,77,1
646,2020-12-30 08:00:00,80,1
647,2020-12-30 08:00:00,92,1
648,2020-12-30 08:00:00,93,1
649,2020-12-30 08:00:00,94,1
650,2020-12-30 08:00:00,97,1
651,2020-12-30 08:00:00,98,1
652,2020-12-30 08:00:00,99,1
653,2020-12-30 08:00:00,100,1
654,2020-12-30 08:00:00,103,1
655,2020-12-30 08:00:00,105,1
656,2020-12-30 08:00:00,109,1
657,2020-12-30 08:00:00,110,1
658,2020-12-30 08:00:00,111,1
659,2020-12-30 08:00:00,115,1
660,2020-12-30 08:00:00,118,1
661,2020-12-30 08:00:00,120,1
662,2020-12-30 08:00:00,125,1
663,2020-12-30 08:00:00,126,1
664,2020-12-30 08:00:00,130,1
665,2020-12-30 08:00:00,131,1
666,2020-12-30 08:00:00,132,1
667,2020-12-30 08:00:00,135,1
668,2020-12-30 08:00:00,139,1
669,2020-12-30 08:00:00,140,1
670,2020-12-30 08:00:00,146,1
671,2020-12-30 08:00:00,148,1
672,2020-12-30 08:00:00,151,1
673,2020-12-30 08:00:00,155,1
674,2020-12-30 08:00:00,158,1
675,2020-12-30 08:00:00,159,1
676,2020-12-30 08:00:00,161,1
677,2020-12-30 08:00:00,165,1
678,2020-12-30 08:00:00,182,1
679,2020-12-30 08:00:00,186,1
680,2020-12-30 08:00:00,187,1
681,2020-12-30 08:00:00,190,1
682,2020-12-30 08:00:00,195,1
683,2020-12-30 08:00:00,202,1
684,2020-12-30 08:00:00,204,1
685,2020-12-30 08:00:00,213,1
686,2020-12-30 08:00:00,215,1
687,2020-12-30 08:00:00,219,1
688,2020-12-30 08:00:00,221,1
689,2020-12-30 08:00:00,227,1
690,2020-12-30 08:00:00,229,1
691,2020-12-30 08:00:00,230,1
692,2020-12-30 08:00:00,234,1
693,2020-12-30 08:00:00,245,1
694,2020-12-30 08:00:00,248,1
695,2020-12-30 08:00:00,250,1
696,2020-12-30 08:00:00,252,1
697,2020-12-30 08:00:00,253,1
698,2020-12-30 08:00:00,254,1
699,2020-12-30 08:00:00,264,1
700,2020-12-30 08:00:00,267,1
701,2020-12-30 08:00:00,269,1
702,2020-12-30 08:00:00,280,1
703,2020-12-30 08:00:00,282,1
704,2020-12-30 08:00:00,283,1
705,2020-12-30 08:00:00,293,1
706,2020-12-30 08:00:00,295,1
707,2020-12-30 08:00:00,299,1
708,2020-12-30 08:00:00,300,1
709,2020-12-30 08:00:00,302,1
710,2020-12-30 08:00:00,306,1
711,2020-12-30 08:00:00,317,1
712,2020-12-30 08:00:00,319,1
713,2020-12-30 08:00:00,324,1
714,2020-12-30 08:00:00,326,1
715,2020-12-30 08:00:00,330,1
716,2020-12-30 08:00:00,341,1
717,2020-12-30 08:00:00,344,1
718,2020-12-30 08:00:00,345,1
719,2020-12-30 08:00:00,347,1
720,2020-12-30 08:00:00,356,1
721,2020-12-30 08:00:00,358,1
722,2020-12-30 08:00:00,362,1
723,2020-12-30 08:00:00,370,1
724,2020-12-30 08:00:00,384,1
725,2020-12-30 08:00:00,386,1
726,2020-12-30 08:00:00,402,1
727,2020-12-30 08:00:00,405,1
728,2020-12-30 08:00:00,431,1
729,2020-12-30 08:00:00,440,1
730,2020-12-30 08:00:00,450,1
731,2020-12-30 08:00:00,458,1
732,2020-12-30 08:00:00,468,1
733,2020-12-30 08:00:00,470,1
734,2020-12-30 08:00:00,472,1
